YUN3533.2,750.0
YUN3428.2,716.0
BAQ4166.1.2,672.0
YUN2029.2,664.0
BAQ3473.3,630.0
YUN3533.3,624.0
YUN1005.1.1,622.0
BAQ4697.3,574.0
YUN3856.3,563.0
BAQ4166.3,542.0
YUN1242.3,534.0
YUN3259.3,533.0
BAQ4166.2,530.0
YUN3428.1,502.0
YUN1609.1,497.0
YUN3533.1.1,492.0
BAQ4697.2,491.0
BAQ3473.1,491.0
YUN1242.1,488.0
BAQ4697.1,487.0
YUN3856.1.2,474.0
YUN3428.3,460.0
BAQ4166.1.3,454.0
BAQ2462.1,449.0
YUN3856.1.1,422.0
YUN3346.1,415.0
YUN3346.3,410.0
YUN3856.1.3,388.0
YUN3259.1.2,375.0
YUN3533.1.2,368.0
YUN3153.3,360.0
BAQ2687.2,358.0
YUN3259.2,332.0
YUN3856.2,325.0
BAQ2420.2,321.0
YUN1005.3,319.0
BAQ2687.3,318.0
YUN3533.1.3,318.0
BAQ2420.1.3,318.0
BAQ3473.2,317.0
BAQ2462.2,315.0
BAQ2687.1,306.0
BAQ2420.1.1,298.0
BAQ2420.1.2,279.0
YUN3153.2,270.0
BAQ2420.3,264.0
BAQ2462.3,261.0
BAQ4166.1.1,241.0
BAQ2838.1,211.0
BAQ2838.2,173.0
YUN3259.1.3,115.0
BAQ2838.3,94.0
YUN3346.2,29.0
YUN1242.2,1.0
BAQ1552.1.1,1.0
YUN3259.1.1,0.0
YUN3153.1,0.0
YUN3008.3,0.0
YUN3008.2,0.0
YUN3008.1.3,0.0
YUN3008.1.1,0.0
YUN2029.1,0.0
YUN1005.2,0.0
YUN1005.1.3,0.0
BAQ895.2,0.0
BAQ1370.1.3,0.0
