YUN3428.2,705.0
YUN3533.2,701.0
YUN2029.2,677.0
BAQ4166.1.2,641.0
BAQ4697.3,621.0
YUN1005.1.1,610.0
YUN3533.3,584.0
BAQ3473.3,581.0
YUN1242.3,530.0
YUN3856.3,523.0
YUN3259.3,520.0
BAQ4697.1,503.0
YUN1609.1,498.0
BAQ4697.2,495.0
YUN1242.1,488.0
BAQ4166.3,465.0
YUN3428.1,464.0
YUN3856.1.2,462.0
BAQ4166.2,438.0
BAQ3473.1,418.0
BAQ4166.1.3,413.0
YUN3346.1,410.0
YUN3428.3,408.0
BAQ2462.1,399.0
YUN3533.1.1,399.0
YUN3856.1.3,366.0
YUN3259.1.2,364.0
YUN3153.3,362.0
YUN3533.1.2,359.0
BAQ2687.2,354.0
YUN3346.3,348.0
YUN3856.1.1,333.0
BAQ2687.3,332.0
BAQ2420.2,324.0
YUN3533.1.3,316.0
YUN1005.3,314.0
YUN3259.2,312.0
BAQ2462.2,311.0
BAQ4166.1.1,311.0
YUN3856.2,304.0
BAQ2687.1,302.0
BAQ2420.1.1,301.0
BAQ2420.1.3,282.0
BAQ3473.2,280.0
YUN3153.2,275.0
BAQ2420.1.2,267.0
BAQ2462.3,266.0
BAQ2420.3,263.0
BAQ2838.1,185.0
BAQ2838.2,174.0
YUN3259.1.3,96.0
BAQ2838.3,95.0
YUN3346.2,30.0
YUN1242.2,1.0
BAQ1552.1.1,1.0
YUN3259.1.1,0.0
YUN3153.1,0.0
YUN3008.3,0.0
YUN3008.2,0.0
YUN3008.1.3,0.0
YUN3008.1.1,0.0
YUN2029.1,0.0
YUN1005.2,0.0
YUN1005.1.3,0.0
BAQ895.2,0.0
BAQ1370.1.3,0.0
