71c3bff3b412ff1dd60f6b068b7bf2a2,484.0
66a395fbf90e077857cc54d8b1d65bd0,461.0
6e02d11d7f4f656a76fd84c963e43d32,395.0
daae3699c460e7d41ec585f2d1241c4f,347.0
5a98a79c7e8573657e08e38b64f1790f,332.0
c89d861a40c6a7a61100fa6bdf54311b,323.0
f2fd9d7b74d80ad0cc6f3439e6325d27,320.0
fe0ee07c8a03dcc118f7d3ceb7ae8f47,312.0
b1930448a1fb27ac60d9812ffd967f80,308.0
996d4eed4b15d45fd332a3088add4eed,278.0
1ebb840aed9a70204ca43ba3656fd179,242.0
63137380e368f194aa2f0e9fa36175ad,218.0
227b7a4c194ea39cf3686d285a93541a,204.0
4a876672f1d4e0c1f0ecb009f1bcf3f8,203.0
f4801b7a68515d9005fa572ee6afdf41,198.0
d829bee4984f82ffc2453212157caf96,195.0
e3209869e0eec68db18762f7563bbf9d,185.0
84351f43af04791ddd7762ac90f5bb66,177.0
7ff346973a282aa55de296afdb5d74af,169.0
a5e48b027fcf233fa5c9a33e67ddd2c4,169.0
44e04d42618cb0d77297a4b67341c124,158.0
c15fd6a65f4f8d575c2cb4cfe2a659a5,156.0
cbd46c06c1ddceeb8d856468c1b549c8,142.0
7788202c026a5cd7cdc551efcc31a772,138.0
3587ee8f8d9cefe13b27e5559b8e1b58,135.0
50af92111d1cc3dd9110795e6d4c9ab4,135.0
7f2e2a154ca03d1517d6f55291722642,133.0
1c4ba68d3714ac1effb5decd5bfa48d1,130.0
11750de89a6616e7e1f3357982c2bb7f,126.0
1de2ecdddbc8ce077238379a1441395e,116.0
bb0a57a999432eb92864d72d6284edae,116.0
7b84a3d7debf326a97ca9dc359cf85ba,116.0
4002f0543db91f322222a5d2eaabc998,115.0
d79cccd83fbc9154ad7e4dfd3cbf2e75,111.0
854614d933d994aecc1d1b7bbc24e675,105.0
26005dfb7ad2e8cdbb139846af329663,103.0
0d289a3377e16b73bb16fa62f6f4078c,98.0
2a78665a021e2c9cba5d1535d014f8e9,91.0
8df2b2e6c1cb64bd18b81d5bae7f0898,87.0
11c80bed64f53ac6071ada430e61d1a2,84.0
d46f833c14066df2775728cedfba3252,80.0
af04bea31b2bb5e842073a8a2cc21594,80.0
a97cb0eaa4fefb313021cf1c914d4d69,80.0
abae3771d5f40267f682b62f003a3d9b,79.0
1a142e854962476b7de45edfc3a95887,75.0
b8c4ed03d7d91546b9f6ad80b80135a3,74.0
95b0d4f1aee6d2f42602026d5c634276,71.0
7d357f5bb6edd44f2b9676177c5bac1c,70.0
acca130825261f8ae2e602bfe1865525,70.0
69b88520d102351518270ed52a98992e,67.0
0470fbca46449970ec7d6bc76a27ecdc,65.0
90179b7710e4f00cc4de907ada3d13a5,62.0
65579ebda48884c7a710aa9cabab48be,62.0
a285136eb52ed887013aaa7917ce5051,61.0
b11bb11e69fd71abeb99bb750a3b478a,59.0
31ca42f58709548b0c88ae9153bece35,59.0
5de23fc8df270235a8958de416e2f944,59.0
040bd74a5c9b1a37501cd9fc4c554326,58.0
6cdd652376bd958a089e8fb668daa97d,57.0
5cf37e80516a615f77bd5e97f18ae417,57.0
4106a1d9317cbea6f8912094d06a5651,56.0
0018939bf02c32c9a63c42ade52cefad,56.0
6590e48a626c67faebb999e9dc4c7d6e,55.0
74a26e97b02fcab82b0d346de4920f75,55.0
a38140111e0670214cc0fd8a0c94fc0e,55.0
7572b447f508da81e750960c363e2677,53.0
71923645b013a71e5c95817c0ef6e632,53.0
b8ff9a1ad168679de422e9f2ca7d93be,52.0
cad0ffaa3026e3661ec9e09af17e6307,51.0
fd1098cd571337c869bc804919b0f630,51.0
9e92105bd113118e870303d02b233fd7,49.0
e16d86b7fe770de88e7e8fd0fb6c8b5a,49.0
1845147963cd510356415ead4dd51a54,48.0
27ae47cc0e39b6df154b6938d9848c1b,47.0
0d0a97726309501f8436214b0d4a7431,47.0
ba24cf9276d0aab81024da8992909de0,46.0
fa67e0725395e99d85af04956443c07d,46.0
c7823eabd4b4b88a3bd6b1f2b7819545,45.0
18550637ba4b3eb13a66870c25b196d5,45.0
785a348d7b643b2dd78603c596de8bb5,44.0
2be76c5babcf41dffdd2215399a4d934,44.0
4b02604233d33077d0a6fbf2fa7518ce,44.0
120eba657e42a11a5c29f97b90f02035,43.0
d324c95a5966d689591653062ca99d03,43.0
510dc23e88e038fff5672985a34c07ee,42.0
77c728b51dd512851473bf18a399ecf6,41.0
dcbb25a70f4fc4452745fed8bf4bed5e,41.0
83106eba89e620f7767fa9fac84cee77,41.0
662cc320ec9f822b0b28ef468f4af175,41.0
4c884518d2df21dbc56d479e6ebdf895,40.0
720d938a30a92616e3528461bee87345,40.0
9b44e7e89f7c795f352f672c1f16f1b0,40.0
7b79fd960fc34404dbda5c02f40cf0e6,40.0
70ac49e339bd9343b1d3c9d8aabbf156,38.0
66fbd06c045b2a112b84f16118410d77,37.0
5b5fc41e4def55055e7e165fecdfc4f1,37.0
7ef6a6f0dfd650a93138c85eebf1b5c0,37.0
4ec5e8b7a8c0d46bebe446577daa0352,37.0
b4ad142f14725a1a3c73add6a363beba,36.0
78071b43244e5ebd909b446a937d7c77,36.0
2c8621d494edfa8619fc4366fee56302,36.0
e2a441dddfae1bc4fa8d0be6cdad3d32,36.0
1cf3091df59b743cd09e8a600ed77e56,36.0
c7cf9c2ce6a8046935e9415b55413fc4,36.0
918aacff114c0defcef36b73158f1b8a,35.0
9ecb0b8ac708971bdc341d5c564c7fdc,35.0
3c70a6836188aa560a2d934414dbde9c,35.0
9530166648690d231d51a91981ea5627,35.0
59dbe77ce4007f07435b9825fe80af99,34.0
7653cdca9bdece4101e95cd83ac1fc8e,34.0
36b119ee0e49fa40a7491df94fbc6690,34.0
af472e0465ab3f8befd83022325d6bee,34.0
a1df20157d0f6b8fe0c71005fce98f04,33.0
478635c6d1a30f77cd0a7c8b3b8660a0,33.0
752c0508055921f910e75a98d142b497,32.0
39da129459038fc3b6c39015509bb5cc,32.0
8562afaf3955423d4eda6d71b8b277d8,32.0
2d8b3244fc42333d8049ee72ef60b9c3,32.0
e85685f382b9280b7967fedf480bbe16,32.0
cd76e15ca6c7ff03bcc8c93bfd1f5150,31.0
4b2d7ec6074e4dd8e4d7ffa106aab0aa,31.0
baeef822b12004dee1c50e275fe0cfdf,31.0
